cell_id,global_cycle_index,charge_cycle,ambient_temperature,n_points_charge,charge_time_s,charge_Ah_calc,V_initial_rest,V_end,V_avg,V_max,I_start,I_end,I_avg,I_pos_avg,I_max,T_start,T_end,T_avg,T_max,T_rise_total,V_5s,I_5s,T_5s,cumQ_5s_Ah,V_10s,I_10s,T_10s,cumQ_10s_Ah,V_30s,I_30s,T_30s,cumQ_30s_Ah,V_60s,I_60s,T_60s,cumQ_60s_Ah,V_120s,I_120s,T_120s,cumQ_120s_Ah,V_300s,I_300s,T_300s,cumQ_300s_Ah,V_600s,I_600s,T_600s,cumQ_600s_Ah,V_rise_10s_from_5s,T_rise_10s,V_rise_30s_from_5s,T_rise_30s,V_rise_60s_from_5s,T_rise_60s,V_rise_120s_from_5s,T_rise_120s,V_rise_300s_from_5s,T_rise_300s,V_rise_600s_from_5s,T_rise_600s,dV_dt_5_60s,dV_dt_60_300s,I_avg_0_60s,I_avg_0_300s,I_avg_last_300s,CC_duration_I_gt_1A_s,CV_or_taper_duration_I_lt_0p1A_s,time_to_3p9V_s,time_to_4p0V_s,time_to_4p1V_s,time_to_4p15V_s,time_to_4p2V_s,Current_charge_avg,Current_charge_max,Current_charge_end,Voltage_charge_avg,Voltage_charge_end,matched_discharge_global_index,matched_discharge_cycle,capacity_Ah,soh_pct,health_label,Re_ohm,Rct_ohm,matched_impedance_global_index
B0005,1,1,24.0,789,7597.875,0.7803446054973215,3.873017221300996,4.191077562801999,4.187419504014827,4.2099486995035615,-0.001200660698297908,-0.002892444158252333,0.6434546691871927,0.6486270155484766,1.5143932321982565,24.65535783391511,24.507040498124308,25.32407901830568,27.445134031590747,2.7897761976756357,3.9127855543956542,0.5789369943388696,24.673892674526943,0.00019844673639282364,4.016749780398617,1.510406012092117,24.700536949618517,0.002511667728865484,4.049501235480644,1.5114825189025447,24.791707981636208,0.010901933137261618,4.078111054901246,1.5081645947357518,24.88789765263817,0.023495387887438178,4.106643105290868,1.5099452058737812,25.099534653406515,0.048674646699506795,4.142502108659767,1.5102925543771462,25.67080199674863,0.12419930472836128,4.189019816207964,1.5121993908322147,26.667779215219785,0.2500856090122184,0.10396422600296251,0.04517911570340516,0.13671568108498988,0.136350147721096,0.1653255005055918,0.2325398187230583,0.1938575508952134,0.4441768194914033,0.22971655426411264,1.0154441628335178,0.27623426181231014,2.012421381304673,0.00300591819101076,0.00026829605732717015,1.1901863255760428,1.4393759992199262,-0.0017578389341626434,1075.921,3379.093,5.5,5.5,103.75,348.203,667.891,0.6384524714828897,1.5,0.0,4.359486692015209,0.003,2.0,1.0,1.8564874208181574,92.82437104090788,Good,0.04466870036616091,0.06945627304536996,41
B0005,3,2,24.0,940,10516.0,1.8828264071056442,3.3250546568448542,4.189061841085507,4.058826443375249,4.213016370444398,0.00030204673114322896,-0.00183322363389314,0.9490426727251161,0.952659712558167,1.5151784093535638,29.341850509195503,24.949952033579347,26.635622628116085,29.34194895777482,9.84485793189549e-05,3.3621420122372587,0.6925415469262739,29.334885797686766,0.00023903238224172525,3.4626536587328456,1.5092939194841248,29.336079865468875,0.0025122002560423575,3.53321872285343,1.5112975512032845,29.208657118218895,0.010904480834425393,3.604907335957322,1.5128299481197418,28.94207594582954,0.02349722633955446,3.702257361514524,1.5118215363841316,28.473057123102265,0.04868792504463947,3.8420099391611076,1.508707347112754,27.429952095894876,0.12420538754126126,3.897319310950419,1.5107403358973068,26.750020956658084,0.2500847084724562,0.10051164649558686,-0.005770643726627611,0.17107671061617147,-0.13319339097660787,0.2427653237200631,-0.3997745633659626,0.3401153492772653,-0.8687933860932375,0.47986792692384883,-1.9118984133006265,0.5351772987131604,-2.591829552537419,0.00441391497672842,0.0009879275133491071,1.2067401358572376,1.4455345562079724,-0.0015344778644537107,3707.875,3491.0780000000004,619.234,1622.719,2571.859,2906.953,3241.797,0.9417617021276596,1.5,0.0,4.430904255319149,0.003,4.0,2.0,1.846327249719927,92.31636248599635,Good,0.04466870036616091,0.06945627304536996,41
B0005,5,3,24.0,937,10484.547,1.8758498480184016,3.3526036599987754,4.187398225806162,4.058138828852896,4.212788046609961,0.0019896423395958083,0.002276557986264604,0.9505286974657304,0.9541935559616107,1.5168939445650547,29.553300732538816,24.977085475273373,26.778175507896698,29.553300732538816,0.0,3.382233543406142,0.6178461875050907,29.538954826956974,0.00021120059958179717,3.4858825823233635,1.5123573068290905,29.543403164778105,0.0024991901390017863,3.552515539203046,1.5116780776464405,29.41559036306305,0.010892411879262607,3.620178018710371,1.5117915732625242,29.142112650568624,0.0234815152686043,3.7125033638745095,1.5111881430987293,28.666889584653777,0.04865241598794292,3.8401757155861684,1.510872496717755,27.629132541324996,0.12418362059730778,3.8953398350545587,1.5098713987639931,26.93693090175256,0.25008273863086306,0.10364903891722133,-0.009897567760710047,0.17028199579690373,-0.13771036947576576,0.23794447530422902,-0.41118808197019163,0.3302698204683674,-0.8864111478850383,0.4579421721800263,-1.9241681912138198,0.5131062916484166,-2.6163698307862546,0.004326263187349619,0.000916657070315822,1.2057802564335869,1.445225838352104,-0.0013423080576384608,3690.937,3524.2030000000004,632.547,1654.125,2579.672,2916.094,3238.719,0.9431141942369264,1.5,0.0,4.402618996798292,0.003,6.0,3.0,1.8353491942234077,91.76745971117039,Good,0.04466870036616091,0.06945627304536996,41
B0005,7,4,24.0,933,10397.89,1.868258243469252,3.378798976512954,4.188054956074227,4.058904789088504,4.212924011950438,-0.0022657924434299355,-0.0008619592833492561,0.9523115206216739,0.9560089421190142,1.5175028479320207,29.456340289732644,24.89522226435173,26.70320405781683,29.456340289732644,0.0,3.420899152730205,0.7474529599193418,29.433205549839588,0.00025797508408327276,3.51098762345175,1.51070099537079,29.445676965339143,0.0025223353553401238,3.5736296696754017,1.5119261741464065,29.313610857764584,0.010920092832407136,3.6374978967648457,1.5117991534112476,29.05257911035603,0.023509171988211786,3.7245507436015433,1.5106713270645178,28.56971968630758,0.04869505409248481,3.8403291616664705,1.510111171367048,27.555916989023174,0.12423841197781282,3.895666304358585,1.511316363520898,26.862315439690413,0.2501450023955704,0.09008847072154502,-0.010663324393501483,0.1527305169451969,-0.14272943196806054,0.21659874403464086,-0.4037611793766125,0.3036515908713384,-0.8866206034250652,0.4194300089362657,-1.9004233007094697,0.47476715162838,-2.5940248500422314,0.003938158982448016,0.0008451302704234368,1.2183387136413335,1.4452554097970831,-0.0011823889070405162,3681.594,3440.0779999999995,627.515,1663.265,2570.593,2906.328,3229.203,0.9447352625937836,1.5,0.0,4.418978563772776,0.003,8.0,4.0,1.8352625275821128,91.76312637910564,Good,0.04466870036616091,0.06945627304536996,41
B0005,9,5,24.0,937,10495.203,1.8656830779923232,3.372870917439266,4.188438430915413,4.058329981003973,4.2128738833616,-0.0005034579310428328,0.00039773220670478884,0.9477284862498987,0.9514156392985876,1.5169487474809897,29.4813335075363,24.676120049044766,26.617004288392003,29.4813335075363,0.0,3.4145791942278487,0.7561024718932194,29.465689035835823,0.000262535580518479,3.504143835056686,1.5098969766939458,29.467282431256244,0.002526064841613969,3.5678706649299103,1.5086348127814082,29.33477615305039,0.0109163717457901,3.632502111954263,1.5102664561538224,29.07739021244182,0.023507391641838328,3.720404595000022,1.509873636961107,28.579715105334497,0.04868105028046463,3.83831473882108,1.5109081771320774,27.531217541418815,0.12420997330435385,3.893940776299618,1.5109548283150478,26.82885807799971,0.25011830170891175,0.0895646408288373,-0.01405107628005453,0.15329147070206162,-0.1465573544859069,0.21792291772641414,-0.40394329509447857,0.30582540077217324,-0.9016184022018017,0.42373554459323115,-1.9501159661174832,0.4793615820717694,-2.65247542953659,0.003962234867752984,0.0008575526119450708,1.2046003021815181,1.4449748436205074,-0.0017129749512797203,3680.937,3588.8599999999997,636.406,1679.109,2579.578,2905.64,3228.218,0.9403607257203841,1.5,0.0,4.364055496264675,0.003,10.0,5.0,1.8346455082120419,91.7322754106021,Good,0.04466870036616091,0.06945627304536996,41
B0005,11,6,24.0,952,10792.672,1.8661968252303063,3.366774899409287,4.188694683535447,4.059785107501149,4.212763963219923,-0.0007553386127022397,-0.004005811494190473,0.9326606943848299,0.9363261105981981,1.5165104184246716,29.39582042914756,24.634213014325965,26.51849450408942,29.39582042914756,0.0,3.4082356903120483,0.7628769586037283,29.388813329271173,0.00026647715984560793,3.4974712382323148,1.5099774380310496,29.379007694887203,0.0025308926340124366,3.562323183348029,1.5100778009475342,29.243812042347344,0.010921125941952055,3.6276094436473296,1.5111650598703668,28.981843912005164,0.023505915832947002,3.716890089431092,1.513693978905618,28.491853826773283,0.04867829639976807,3.8373053242365103,1.5100622369731107,27.437880902767166,0.12418986356626331,3.8928263754979606,1.5113751271317604,26.70751921975177,0.25004216893909165,0.08923554792026644,-0.016812734260355455,0.15408749303598057,-0.15200838680021533,0.2193737533352813,-0.4139765171423946,0.3086543991190438,-0.9039666023742754,0.42906963392446196,-1.9579395263803931,0.4845906851859123,-2.6883012093957888,0.0039886136970051144,0.0008737328357882527,1.2186536094508555,1.4447954299378871,-0.0024064188235830572,3682.421,3872.3910000000005,641.578,1686.563,2589.031,2905.688,3229.438,0.9256123949579832,1.5,0.0,4.326279411764706,0.003,12.0,6.0,1.8356616600675495,91.78308300337747,Good,0.04466870036616091,0.06945627304536996,41
B0005,13,7,24.0,952,10789.985,1.8647987654249054,3.361035656604376,4.188638651396802,4.058914241429766,4.213176751734383,0.0027654557845526624,0.00037985024501556414,0.9322724824266048,0.9359672384344184,1.5149343200832288,29.438424119486054,24.70447199077869,26.620706323978894,29.438424119486054,0.0,3.4013946937694386,0.756192749382802,29.420601207536116,0.00026352715457199816,3.491362535382143,1.5112371758159213,29.428031912834072,0.002526814890762399,3.55670220388794,1.5116685156678473,29.29607250876149,0.010915487945472578,3.623059283301531,1.5108027509990691,29.029005915486287,0.02350447770702811,3.7132457952545894,1.5097705561086927,28.54010565772491,0.04867674641344442,3.835831231235389,1.5105497941348485,27.486143756077656,0.12421711970472343,3.891658139110277,1.511036474248796,26.796789033167624,0.2500935766049926,0.08996784161270455,-0.01039220665198215,0.1553075101185013,-0.14235161072456393,0.22166458953209256,-0.4094182039997669,0.31185110148515083,-0.8983184617611428,0.43443653746595023,-1.9522803634083985,0.49026344534083854,-2.6416350863184306,0.004030265264219865,0.0008865497830577403,1.2046228926515254,1.445107811581184,-0.0017939067061954598,3684.813,3869.0160000000005,651.766,1697.5,2592.36,2918.969,3231.672,0.9251428571428572,1.5,0.0,4.287875,0.003,14.0,7.0,1.8351461429226603,91.75730714613302,Good,0.04466870036616091,0.06945627304536996,41
B0005,15,8,24.0,920,10127.562,1.86618105262405,3.3539426477782506,4.1877086746418675,4.053425643583468,4.212850577044761,-0.0008283773365693883,-0.003278950675561212,0.9653291698755072,0.9690324619272311,1.5160376811966019,29.499916243604982,25.015446088155624,26.737918888901717,29.510810563981206,0.010894320376223732,3.3837784276584717,0.6417863962555526,29.498597932894402,0.00022007925171596668,3.4828810317813534,1.5104293385882581,29.50536325125526,0.0025007037588824317,3.549714631065201,1.50913338986938,29.36685460706458,0.010896388214996519,3.6171048815089457,1.5101603239060317,29.09869478403013,0.023476915419118408,3.7089504528337,1.509825268107725,28.620446462866276,0.04865522171775073,3.8343572777563915,1.511528152419943,27.566021587354857,0.12416339597438264,3.890090988062477,1.5121245871687343,26.861476127596628,0.250010106030696,0.09910260412288174,0.0054470076502788345,0.1659362034067291,-0.13306163654040049,0.233326453850474,-0.40122145957485245,0.32517202517522836,-0.879469780738706,0.45057885009791976,-1.933894656250125,0.5063125604040053,-2.638440116008354,0.0042422991609177094,0.0009052183176976906,1.2049787366444502,1.44487640904251,-0.0010672442170322949,3684.625,3260.0,660.5,1705.406,2603.218,2919.734,3243.062,0.9578858695652174,1.5,0.0,4.4560641304347826,0.003,16.0,8.0,1.8257567905665537,91.28783952832768,Good,0.04466870036616091,0.06945627304536996,41
B0005,17,9,24.0,921,10147.952999999994,1.8543693443967462,3.3865272244675415,4.188512669392655,4.055637707823975,4.213141772335243,0.0001856156608074978,-0.00015284264715726298,0.9616213808811537,0.9654025859890503,1.5173922491512082,29.668813794471543,24.86129216091919,26.74145703066146,29.668813794471543,0.0,3.426559104534798,0.7526666161663944,29.65594078749666,0.00026140702494000103,3.514384661817092,1.5091537963741075,29.654014740118466,0.002527708539224477,3.5765506229936856,1.5107214418579045,29.520555411830312,0.010919372318748491,3.639160105561249,1.5076447550386876,29.240870407371986,0.023503806666619498,3.724757607912431,1.5105061983478052,28.747880888744,0.0486790387425045,3.8362691679388568,1.5132462378429055,27.68086018171909,0.12420869305796517,3.891757196124229,1.5090154285781014,26.947429526937693,0.25009373739535157,0.08782555728229413,-0.014799054353076713,0.1499915184588878,-0.14825838264123092,0.2126010010264512,-0.4279433870995568,0.2981985033776331,-0.9209329057275433,0.4097100634040589,-1.9879536127524524,0.46519809158943115,-2.7213842675338498,0.003865472745935476,0.0008212877599066988,1.2030330774717812,1.4446343899862235,-0.001300116122671111,3666.3750000000005,3283.6089999999967,650.547,1702.594,2579.266,2904.281,3215.328,0.9542204125950055,1.5,0.0,4.4105298588490776,0.003,18.0,9.0,1.8247738529891333,91.23869264945667,Good,0.04466870036616091,0.06945627304536996,41
B0005,19,10,24.0,921,10162.094,1.8552386437813733,3.3775954668097983,4.188642231288737,4.0551389874488235,4.212949842741421,-0.0033446653226706065,-7.740122851440965e-05,0.9608152867945828,0.9645689964710982,1.517754813457655,29.779288735822295,24.804853897903335,26.7021703105932,29.779288735822295,0.0,3.4152752488251417,0.729420700938185,29.757975286993837,0.0002516501418236738,3.5053208189925344,1.511534824056935,29.766649591124036,0.0025236975743860575,3.5685398609814984,1.5124975459130408,29.61746547438023,0.010918037079786514,3.632746170086748,1.5109848155070682,29.338678997164678,0.023517013094505684,3.7198923476951804,1.5119870646107054,28.82735746292102,0.04870674635355204,3.8351313872518644,1.510849227834657,27.727862160192647,0.12423948566825732,3.891078725067781,1.5110501930682512,26.942763280457868,0.25014015453737004,0.09004557016739279,-0.012639144698258775,0.15326461215635678,-0.16182326144206627,0.21747092126160616,-0.4406097386576171,0.30461709887003874,-0.9519312729012732,0.41985613842672276,-2.051426575629648,0.4758034762426395,-2.836525455364427,0.003954016750211021,0.0008432717381879858,1.2048050380764823,1.4452654399973905,-0.001636950983412315,3662.188,3272.1719999999996,655.594,1705.329,2583.032,2909.219,3221.688,0.9531161780673181,1.5,0.0,4.418718783930511,0.003,20.0,10.0,1.824613268496936,91.2306634248468,Good,0.04466870036616091,0.06945627304536996,41
